Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999,Rk_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,-9999_misc,fouls_per_90,start_ratio,group
108,Abdülkerim Bardakcı,DF,tr Türkiye,31,1.tr Galatasaray,1994,3,3,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5d9cff53,108,DF,31,1994,2.9,0,0,0,1,3,0,7,2,5,,,0,Matches,5d9cff53,0.3448275862068966,1.0,Starter
109,Ivan Bašić,MF,ba Bosnia–Herz,24,1.kz FC Astana,2002,3,2,179,2.0,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,9b0a0d51,109,MF,24,2002,2.0,0,0,0,2,3,0,12,3,1,,,0,Matches,9b0a0d51,1.0,0.6666666666666666,Starter
110,Ahmed Basil,GK,iq Iraq,29,1.iq Al-Shorta,1996,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bf9e631,110,GK,29,1996,1.5,0,0,0,0,1,0,0,0,0,,,0,Matches,3bf9e631,0.0,1.0,Starter
111,Martin Baturina,MFFW,hr Croatia,23,1.it Como,2003,4,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,d1eda5f0,111,MFFW,23,2003,3.6,0,0,0,1,14,0,8,1,2,,,0,Matches,d1eda5f0,0.2777777777777778,1.0,Starter
112,Ibrahim Bayesh,MFFW,iq Iraq,26,1.ae Al Dhafra SCC,2000,3,3,235,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f2003ba,112,MFFW,26,2000,2.6,0,0,0,3,5,0,4,1,4,,,0,Matches,2f2003ba,1.1538461538461537,1.0,Starter
114,Riechedly Bazoer,DF,cw Curaçao,29,1.tr Konyaspor,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,da59a197,114,DF,29,1996,1.0,0,0,0,2,0,0,0,1,1,,,0,Matches,da59a197,2.0,1.0,Starter
115,Patrick Beach,GK,au Australia,22,1.au Melb City,2003,4,4,388,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cc64624,115,GK,22,2003,4.3,0,0,0,0,0,0,0,0,0,,,0,Matches,3cc64624,0.0,1.0,Starter
116,Aziz Behich,MF,au Australia,35,1.au Melb City,1990,3,2,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6867b96,116,MF,35,1990,2.4,0,0,0,1,4,0,6,1,4,,,0,Matches,b6867b96,0.4166666666666667,0.6666666666666666,Starter
118,Alireza Beiranvand,GK,ir IR Iran,33,1.ir Tractor,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6ca0b04a,118,GK,33,1992,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches,6ca0b04a,0.0,1.0,Starter
120,Rafik Belghali,DF,dz Algeria,24,1.it Hellas Verona,2002,4,4,331,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,0abcb968,120,DF,24,2002,3.7,0,0,0,4,2,0,4,1,3,,,0,Matches,0abcb968,1.081081081081081,1.0,Starter
121,Joe Bell,MF,nz New Zealand,27,1.no Viking,1999,3,3,243,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7825847e,121,MF,27,1999,2.7,0,0,0,3,0,0,0,4,2,,,0,Matches,7825847e,1.111111111111111,1.0,Starter
122,Jean-Ricner Bellegarde,MF,ht Haiti,27,1.eng Wolves,1998,3,3,260,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,10f0fdd3,122,MF,27,1998,2.9,1,0,0,4,5,0,10,3,2,,,0,Matches,10f0fdd3,1.3793103448275863,1.0,Starter
123,Jude Bellingham,MF,eng England,22,1.es Real Madrid,2003,8,7,614,6.8,7,1,8,7,0,0,1,0,1.03,0.15,1.17,1.03,1.17,Matches,57d88cf9,123,MF,22,2003,6.8,1,0,0,9,17,1,8,3,10,,,0,Matches,57d88cf9,1.3235294117647058,0.875,Starter
125,Anis Ben Slimane,MFFW,tn Tunisia,25,2.eng Norwich City,2001,3,3,240,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ade9ce1,125,MFFW,25,2001,2.7,0,0,0,0,0,2,6,2,2,,,0,Matches,9ade9ce1,0.0,1.0,Starter
126,Oussama Benbot,GK,dz Algeria,31,1.dz USM Alger,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dcae580c,126,GK,31,1994,1.0,0,0,0,0,1,0,0,0,0,,,0,Matches,dcae580c,0.0,1.0,Starter
129,Ramy Bensebaini,DF,dz Algeria,31,1.de Dortmund,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,378825c7,129,DF,31,1995,4.0,0,0,0,1,5,0,0,7,6,,,0,Matches,378825c7,0.25,1.0,Starter
130,Nabil Bentaleb,MF,dz Algeria,31,1.fr Lille,1994,4,3,285,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3189f61a,130,MF,31,1994,3.2,0,0,0,2,3,0,3,3,4,,,0,Matches,3189f61a,0.625,0.75,Starter
131,Rodrigo Bentancur,MF,uy Uruguay,28,1.eng Tottenham,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3b8674e6,131,MF,28,1997,3.0,1,0,0,7,5,0,4,7,5,,,0,Matches,3b8674e6,2.3333333333333335,1.0,Starter
132,Patrick Berg,MF,no Norway,28,1.no Bodø/Glimt,1997,6,4,445,4.9,0,2,2,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40,Matches,e4114f5d,132,MF,28,1997,4.9,1,0,0,4,2,0,11,2,7,,,0,Matches,e4114f5d,0.8163265306122448,0.6666666666666666,Starter
133,Sander Berge,MF,no Norway,28,1.eng Fulham,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0b6129f,133,MF,28,1998,5.3,0,0,0,6,2,0,1,9,4,,,0,Matches,d0b6129f,1.1320754716981132,1.0,Starter
134,Lucas Bergvall,MF,se Sweden,20,1.eng Tottenham,2006,4,1,181,2.0,0,1,1,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,Matches,a109e5c8,134,MF,20,2006,2.0,1,0,0,7,4,0,3,2,2,,,0,Matches,a109e5c8,3.5,0.25,Non-Starter
135,Sebastian Berhalter,MF,us USA,25,1.us Vancouver,2001,5,1,187,2.1,1,1,2,1,0,0,1,0,0.48,0.48,0.96,0.48,0.96,Matches,f33ee427,135,MF,25,2001,2.1,1,0,0,5,6,0,11,3,0,,,0,Matches,f33ee427,2.380952380952381,0.2,Non-Starter
136,Alexander Bernhardsson,MF,se Sweden,27,2.de Holstein Kiel,1998,3,3,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dea1d183,136,MF,27,1998,2.4,0,0,0,2,4,0,3,2,2,,,0,Matches,dea1d183,0.8333333333333334,1.0,Starter
137,Tyler Bindon,DF,nz New Zealand,21,2.eng Sheffield United,2005,3,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3575e5eb,137,DF,21,2005,1.1,0,0,0,2,1,0,2,1,2,,,0,Matches,3575e5eb,1.8181818181818181,0.3333333333333333,Non-Starter
138,César Blackman,MFDF,pa Panama,28,1.sk Slovan Bratislava,1998,2,2,178,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c2b11050,138,MFDF,28,1998,2.0,1,0,0,2,2,1,0,1,0,,,0,Matches,c2b11050,1.0,1.0,Starter
139,Damián Bobadilla,MF,py Paraguay,24,1.br São Paulo,2001,4,2,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ad7d6437,139,MF,24,2001,2.1,0,0,0,1,1,0,1,5,3,,,1,Matches,ad7d6437,0.47619047619047616,0.5,Starter
140,Oscar Bobb,FW,no Norway,22,1.eng Fulham,2003,6,1,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eed2427e,140,FW,22,2003,2.5,0,0,0,1,4,0,2,3,3,,,0,Matches,eed2427e,0.4,0.16666666666666666,Non-Starter
141,Moïse Bombito,DF,ca Canada,26,1.fr Nice,2000,3,2,193,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2f23fc8,141,DF,26,2000,2.1,0,0,0,2,0,0,0,1,0,,,0,Matches,c2f23fc8,0.9523809523809523,0.6666666666666666,Starter
143,Ange-Yoan Bonny,FW,ci Côte d'Ivoire,22,1.it Inter,2003,4,3,234,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,64629ba4,143,FW,22,2003,2.6,0,0,0,1,3,1,1,1,2,,,0,Matches,64629ba4,0.3846153846153846,0.75,Starter
144,Jordy Bos,MFDF,au Australia,23,1.nl Feyenoord,2002,4,4,308,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8070a9fd,144,MFDF,23,2002,3.4,1,0,0,4,4,0,8,3,3,,,0,Matches,8070a9fd,1.1764705882352942,1.0,Starter
145,Ayyoub Bouaddi,MF,ma Morocco,18,1.fr Lille,2007,5,5,381,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8006228f,145,MF,18,2007,4.2,0,0,0,3,6,0,0,1,3,,,0,Matches,8006228f,0.7142857142857143,1.0,Starter
146,Hicham Boudaoui,MF,dz Algeria,26,1.fr Nice,1999,3,2,128,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f9d5908e,146,MF,26,1999,1.4,1,0,0,4,1,0,1,2,1,,,0,Matches,f9d5908e,2.857142857142857,0.6666666666666666,Starter
147,Karim Boudiaf,MF,qa Qatar,35,1.qa Al Duhail SC,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a38f33fd,147,MF,35,1990,1.1,0,0,0,0,2,0,0,0,0,,,0,Matches,a38f33fd,0.0,0.5,Starter
149,Yassine Bounou,GK,ma Morocco,35,1.sa Al-Hilal,1991,6,6,570,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6798fc3,149,GK,35,1991,6.3,0,0,0,0,4,0,0,0,0,,,1,Matches,f6798fc3,0.0,1.0,Starter
150,Nawaf Boushal,DF,sa Saudi Arabia,26,1.sa Al-Nassr,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7dc1c2c6,150,DF,26,1999,1.0,0,0,0,1,1,0,0,1,0,,,0,Matches,7dc1c2c6,1.0,0.5,Starter
151,Michael Boxall,DF,nz New Zealand,37,1.us Minnesota Utd,1988,3,2,207,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bfa0d3a,151,DF,37,1988,2.3,0,0,0,2,2,0,1,2,1,,,0,Matches,6bfa0d3a,0.8695652173913044,0.6666666666666666,Starter
152,Sultan Al-Brake,DF,qa Qatar,30,1.qa Al Duhail SC,1996,2,1,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fcaa2400,152,DF,30,1996,1.6,0,0,0,2,0,0,5,2,1,,,0,Matches,fcaa2400,1.25,0.5,Starter
153,Joshua Brenet,DF,cw Curaçao,32,1.tr Kayserispor,1994,2,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2b5527c4,153,DF,32,1994,2.0,0,0,0,0,1,1,0,1,4,,,0,Matches,2b5527c4,0.0,1.0,Starter
154,Brian Brobbey,FW,nl Netherlands,24,1.eng Sunderland,2002,4,3,223,2.5,3,0,3,3,0,0,0,0,1.21,0.00,1.21,1.21,1.21,Matches,4c184730,154,FW,24,2002,2.5,0,0,0,4,3,2,1,0,1,,,0,Matches,4c184730,1.6,0.75,Starter
156,Nathaniel Brown,DF,de Germany,22,1.de Frankfurt,2003,3,3,282,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64,Matches,abc79c47,156,DF,22,2003,3.1,0,0,0,4,1,0,17,2,6,,,0,Matches,abc79c47,1.2903225806451613,1.0,Starter
157,Tajon Buchanan,MF,ca Canada,27,1.es Villarreal,1999,5,5,376,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3aca6420,157,MF,27,1999,4.2,0,0,0,5,8,2,16,1,5,,,0,Matches,3aca6420,1.1904761904761905,1.0,Starter
158,Ante Budimir,FW,hr Croatia,34,1.es Osasuna,1991,3,2,155,1.7,1,0,1,1,0,0,0,0,0.58,0.00,0.58,0.58,0.58,Matches,8f3565b3,158,FW,34,1991,1.7,0,0,0,6,4,0,0,0,1,,,0,Matches,8f3565b3,3.5294117647058822,0.6666666666666666,Starter
159,Firas Al-Buraikan,FW,sa Saudi Arabia,26,1.sa Al-Ahli,2000,3,3,238,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ac717a23,159,FW,26,2000,2.6,1,0,0,2,3,0,0,1,0,,,0,Matches,ac717a23,0.7692307692307692,1.0,Starter
160,Cameron Burgess,DF,au Australia,30,2.eng Swansea City,1995,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,da61ca98,160,DF,30,1995,1.5,0,0,0,0,0,0,0,1,1,,,1,Matches,da61ca98,0.0,1.0,Starter
163,Gustavo Caballero,FWMF,py Paraguay,24,2.eng Portsmouth,2001,2,0,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90a38ca7,163,FWMF,24,2001,1.1,0,0,0,2,2,1,0,0,2,,,0,Matches,90a38ca7,1.8181818181818181,0.0,Non-Starter
164,Jovane Cabral,FW,cv Cabo Verde,28,1.pt Estrela,1998,2,2,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e34e086c,164,FW,28,1998,1.5,0,0,0,1,2,0,1,1,3,,,0,Matches,e34e086c,0.6666666666666666,1.0,Starter
165,Liberato Cacace,DF,nz New Zealand,25,2.eng Wrexham,2000,3,3,220,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd86e8e4,165,DF,25,2000,2.4,0,0,0,1,5,0,8,3,2,,,0,Matches,dd86e8e4,0.4166666666666667,1.0,Starter
166,Juan Cáceres,DF,py Paraguay,26,1.ru Dynamo Moskva,2000,5,5,436,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,db887bdf,166,DF,26,2000,4.8,1,0,0,9,6,0,10,5,11,,,0,Matches,db887bdf,1.875,1.0,Starter
167,Sebastián Cáceres,DF,uy Uruguay,26,1.mx América,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7091c68e,167,DF,26,1999,3.0,0,0,0,2,2,0,1,2,1,,,0,Matches,7091c68e,0.6666666666666666,1.0,Starter
169,Moisés Caicedo,MF,ec Ecuador,24,1.eng Chelsea,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,16264a81,169,MF,24,2001,4.0,1,0,0,5,4,0,17,4,6,,,0,Matches,16264a81,1.25,1.0,Starter
170,Uğurcan Çakır,GK,tr Türkiye,30,1.tr Galatasaray,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f63a8347,170,GK,30,1996,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches,f63a8347,0.0,1.0,Starter
171,Hakan Çalhanoğlu,MF,tr Türkiye,32,1.it Inter,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cd0fa27b,171,MF,32,1994,2.0,0,0,0,2,1,0,10,1,3,,,0,Matches,cd0fa27b,1.0,1.0,Starter
172,Lamine Camara,MF,sn Senegal,22,1.fr Monaco,2004,4,3,248,2.8,0,1,1,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,Matches,19c2ffa4,172,MF,22,2004,2.8,1,0,0,5,3,0,7,2,1,,,0,Matches,19c2ffa4,1.7857142857142858,0.75,Starter
175,José Canale,DF,py Paraguay,29,1.ar Lanús,1996,4,1,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97d24b73,175,DF,29,1996,1.8,0,0,0,1,2,0,1,1,6,,,0,Matches,97d24b73,0.5555555555555556,0.25,Non-Starter
176,João Cancelo,DF,pt Portugal,32,1.es Barcelona,1994,5,5,312,3.5,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches,bd6351cd,176,DF,32,1994,3.5,0,0,0,6,2,1,17,5,4,,,0,Matches,bd6351cd,1.7142857142857142,1.0,Starter
177,Agustín Canobbio,FW,uy Uruguay,27,1.br Fluminense,1998,3,2,224,2.5,1,0,1,1,0,0,0,1,0.40,0.00,0.40,0.40,0.40,Matches,4f5a2f38,177,FW,27,1998,2.5,0,1,0,7,5,1,8,2,3,,,0,Matches,4f5a2f38,2.8,0.6666666666666666,Starter
178,Casemiro,MF,br Brazil,34,1.eng Manchester Utd,1992,5,5,379,4.2,1,0,1,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,4d224fe8,178,MF,34,1992,4.2,2,0,0,6,6,0,5,6,5,,,0,Matches,4d224fe8,1.4285714285714286,1.0,Starter
179,Josué Casimir,MF,ht Haiti,24,1.fr Auxerre,2001,3,2,182,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,481f76cf,179,MF,24,2001,2.0,1,0,0,4,4,0,3,0,0,,,0,Matches,481f76cf,2.0,0.6666666666666666,Starter
180,Timothy Castagne,DF,be Belgium,30,1.eng Fulham,1995,6,5,478,5.3,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches,197640fd,180,DF,30,1995,5.3,1,0,0,7,2,0,20,8,7,,,0,Matches,197640fd,1.3207547169811322,0.8333333333333334,Starter
183,Zeki Çelik,DF,tr Türkiye,29,1.it Roma,1997,2,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31a62dc7,183,DF,29,1997,1.8,0,0,0,1,0,0,1,1,3,,,0,Matches,31a62dc7,0.5555555555555556,1.0,Starter
184,Lukáš Červ,MF,cz Czechia,25,1.cz Viktoria Plzeň,2001,2,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb4a41bc,184,MF,25,2001,1.8,0,0,0,3,3,0,0,0,3,,,0,Matches,bb4a41bc,1.6666666666666665,1.0,Starter
185,Fares Chaïbi,MF,dz Algeria,23,1.de Frankfurt,2002,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,357103bd,185,MF,23,2002,4.0,1,0,0,3,2,1,6,3,5,,,0,Matches,357103bd,0.75,1.0,Starter
187,Štěpán Chaloupek,DF,cz Czechia,23,1.cz Slavia Prague,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ded82b9a,187,DF,23,2003,1.0,0,0,0,1,0,0,0,2,0,,,0,Matches,ded82b9a,1.0,1.0,Starter
188,Mouhib Chamakh,GK,tn Tunisia,24,1.tn Club Africain,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9627f87b,188,GK,24,2001,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,9627f87b,0.0,1.0,Starter
193,Rayan Cherki,MF,fr France,22,1.eng Manchester City,2003,7,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b34c63a5,193,MF,22,2003,1.4,0,0,0,2,2,0,1,1,1,,,0,Matches,b34c63a5,1.4285714285714286,0.14285714285714285,Non-Starter
195,Tahith Chong,MF,cw Curaçao,26,2.eng Sheffield United,1999,3,3,247,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2696b6a9,195,MF,26,1999,2.7,0,0,0,3,13,0,1,1,0,,,0,Matches,2696b6a9,1.111111111111111,1.0,Starter
197,Ryan Christie,MF,sct Scotland,31,1.eng Bournemouth,1995,3,1,95,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,26ce2263,197,MF,31,1995,1.1,1,0,0,2,1,0,1,2,3,,,0,Matches,26ce2263,1.8181818181818181,0.3333333333333333,Non-Starter
200,Brian Cipenga,MFFW,cd Congo DR,28,2.es Castellón,1998,2,2,146,1.6,1,0,1,1,0,0,0,0,0.62,0.00,0.62,0.62,0.62,Matches,e4787d6f,200,MFFW,28,1998,1.6,0,0,0,2,1,1,9,0,2,,,0,Matches,e4787d6f,1.25,1.0,Starter
201,Alessandro Circati,DF,au Australia,22,1.it Parma,2003,4,4,390,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1223765c,201,DF,22,2003,4.3,1,0,0,5,4,0,2,2,7,,,0,Matches,1223765c,1.1627906976744187,1.0,Starter
202,Pathé Ciss,DF,sn Senegal,32,1.es Rayo Vallecano,1994,4,1,184,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a0408b6,202,DF,32,1994,2.0,0,0,0,1,0,0,0,0,0,,,0,Matches,9a0408b6,0.5,0.25,Non-Starter
203,Livano Comenencia,MF,cw Curaçao,22,1.ch Zürich,2004,3,3,233,2.6,1,0,1,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches,c9d96dc1,203,MF,22,2004,2.6,1,0,0,4,1,0,1,11,1,,,0,Matches,c9d96dc1,1.5384615384615383,1.0,Starter
205,Francisco Conceição,MF,pt Portugal,23,1.it Juventus,2002,4,0,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5ef3d210,205,MF,23,2002,1.4,0,0,0,1,2,1,3,0,2,,,0,Matches,5ef3d210,0.7142857142857143,0.0,Non-Starter
206,Jhon Córdoba,FW,co Colombia,33,1.ru Krasnodar,1993,3,2,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f381d8b,206,FW,33,1993,1.1,0,0,0,1,2,2,0,0,0,,,0,Matches,9f381d8b,0.9090909090909091,0.6666666666666666,Starter
207,José Córdoba,DF,pa Panama,25,2.eng Norwich City,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bec98750,207,DF,25,2001,3.0,0,0,0,5,1,0,1,1,3,,,0,Matches,bec98750,1.6666666666666667,1.0,Starter
208,Derek Cornelius,DF,ca Canada,28,1.fr Marseille,1997,4,4,315,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,577744b8,208,DF,28,1997,3.5,1,0,0,4,3,0,1,2,3,,,0,Matches,577744b8,1.1428571428571428,1.0,Starter
209,Diogo Costa,GK,pt Portugal,26,1.pt Porto,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,93fffbcf,209,GK,26,1999,5.0,0,0,0,0,1,0,0,0,0,,,0,Matches,93fffbcf,0.0,1.0,Starter
210,Nuno da Costa,FW,cv Cabo Verde,35,1.tr Başakşehir,1991,4,1,159,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,909222de,210,FW,35,1991,1.8,0,0,0,0,3,0,1,1,2,,,0,Matches,909222de,0.0,0.25,Non-Starter
212,Vladimír Coufal,MFDF,cz Czechia,33,1.de Hoffenheim,1992,3,3,270,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches,fdf3cb77,212,MFDF,33,1992,3.0,0,0,0,4,3,1,20,2,1,,,0,Matches,fdf3cb77,1.3333333333333333,1.0,Starter
213,Thibaut Courtois,GK,be Belgium,34,1.es Real Madrid,1992,6,6,550,6.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1840e36d,213,GK,34,1992,6.1,0,0,0,0,0,0,0,0,0,,,0,Matches,1840e36d,0.0,1.0,Starter
214,Maxime Crépeau,GK,ca Canada,32,1.us Orlando City,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea42e480,214,GK,32,1994,5.0,0,0,0,1,1,0,0,0,1,,,0,Matches,ea42e480,0.2,1.0,Starter
215,Max Crocombe,GK,nz New Zealand,32,2.eng Millwall,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fdf47077,215,GK,32,1993,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches,fdf47077,0.0,1.0,Starter
216,Pau Cubarsí,DF,es Spain,19,1.es Barcelona,2007,8,8,750,8.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cc7888f3,216,DF,19,2007,8.3,1,0,0,4,5,0,1,4,4,,,0,Matches,cc7888f3,0.48192771084337344,1.0,Starter
217,Andrés Cubas,MF,py Paraguay,30,1.us Vancouver,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9b40a6ea,217,MF,30,1996,5.3,1,0,0,14,3,0,0,11,13,,,0,Matches,9b40a6ea,2.6415094339622645,1.0,Starter
219,Marc Cucurella,DF,es Spain,27,1.eng Chelsea,1998,8,8,750,8.3,0,2,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches,1daec722,219,DF,27,1998,8.3,1,0,0,8,5,4,13,7,4,,,0,Matches,1daec722,0.9638554216867469,1.0,Starter
220,Matheus Cunha,FW,br Brazil,27,1.eng Manchester Utd,1999,5,4,290,3.2,3,0,3,3,0,0,0,0,0.93,0.00,0.93,0.93,0.93,Matches,dc62b55d,220,FW,27,1999,3.2,0,0,0,1,3,1,4,3,3,,,0,Matches,dc62b55d,0.3125,0.8,Starter
222,Aymen Dahmen,GK,tn Tunisia,29,1.tn Ahly Sfaxien,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8bf49030,222,GK,29,1997,2.0,0,0,0,0,1,0,0,0,0,,,0,Matches,8bf49030,0.0,1.0,Starter
224,Danilo,DF,br Brazil,34,1.br Flamengo,1991,5,4,405,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,94b2001f,224,DF,34,1991,4.5,2,0,0,7,1,1,10,7,2,,,0,Matches,94b2001f,1.5555555555555556,0.8,Starter
225,Kevin Danso,DF,at Austria,27,1.eng Tottenham,1998,4,2,241,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e33125f,225,DF,27,1998,2.7,0,0,0,1,2,0,1,0,1,,,0,Matches,6e33125f,0.37037037037037035,0.5,Starter
