Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999,Rk_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,-9999_misc,fouls_per_90,start_ratio,group
227,Jonathan David,FW,ca Canada,26,1.it Juventus,2000,5,5,420,4.7,3,0,3,3,0,0,1,0,0.64,0.00,0.64,0.64,0.64,Matches,ce50fd99,227,FW,26,2000,4.7,1,0,0,5,5,0,3,3,1,,,0,Matches,ce50fd99,1.0638297872340425,1.0,Starter
231,Nasser Al-Dawsari,MF,sa Saudi Arabia,27,1.sa Al-Hilal,1998,3,2,207,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7709e4a6,231,MF,27,1998,2.3,1,0,0,7,2,0,1,4,4,,,0,Matches,7709e4a6,3.0434782608695654,0.6666666666666666,Starter
232,Salem Al-Dawsari,MF,sa Saudi Arabia,34,1.sa Al-Hilal,1991,3,3,245,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,60ee859c,232,MF,34,1991,2.7,1,0,0,3,4,1,3,1,1,,,0,Matches,60ee859c,1.111111111111111,1.0,Starter
234,Kevin De Bruyne,MF,be Belgium,34,1.it Napoli,1991,5,5,382,4.2,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,e46012d4,234,MF,34,1991,4.2,1,0,0,2,4,0,21,0,2,,,0,Matches,e46012d4,0.47619047619047616,1.0,Starter
235,Maxim De Cuyper,DF,be Belgium,25,1.eng Brighton,2000,6,5,442,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d494882e,235,DF,25,2000,4.9,1,0,0,7,2,0,12,6,2,,,0,Matches,d494882e,1.4285714285714284,0.8333333333333334,Starter
236,Luc De Fougerolles,DF,ca Canada,20,1.eng Fulham,2005,5,4,372,4.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,45c427ff,236,DF,20,2005,4.1,2,0,0,8,8,0,1,2,6,,,0,Matches,45c427ff,1.9512195121951221,0.8,Starter
237,Charles De Ketelaere,FWMF,be Belgium,25,1.it Atalanta,2001,5,5,350,3.9,3,1,4,3,0,0,0,0,0.77,0.26,1.03,0.77,1.03,Matches,2ef7c612,237,FWMF,25,2001,3.9,0,0,0,2,3,2,3,5,4,,,0,Matches,2ef7c612,0.5128205128205129,1.0,Starter
238,Nicolás De La Cruz,MF,uy Uruguay,29,1.br Flamengo,1997,3,0,86,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8fda5c72,238,MF,29,1997,1.0,1,0,0,2,3,0,5,2,1,,,0,Matches,8fda5c72,2.0,0.0,Non-Starter
239,Rodrigo De Paul,MF,ar Argentina,32,1.us Inter Miami,1994,7,6,491,5.5,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,162efffd,239,MF,32,1994,5.5,1,0,0,2,5,1,14,6,4,,,0,Matches,162efffd,0.36363636363636365,0.8571428571428571,Starter
240,Amar Dedić,DF,ba Bosnia–Herz,23,1.pt Benfica,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bc6e544a,240,DF,23,2002,3.0,1,0,0,6,3,0,0,1,7,,,0,Matches,bc6e544a,2.0,1.0,Starter
241,Louicius Deedson,MF,ht Haiti,25,1.us FC Dallas,2001,3,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f7059bb1,241,MF,25,2001,1.2,0,0,0,3,1,1,4,1,0,,,0,Matches,f7059bb1,2.5,0.3333333333333333,Non-Starter
242,Hannes Delcroix,DF,ht Haiti,27,1.ch Lugano,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b737f944,242,DF,27,1999,3.0,0,0,0,1,2,0,0,4,3,,,0,Matches,b737f944,0.3333333333333333,1.0,Starter
243,Ousmane Dembélé,MF,fr France,29,1.fr PSG,1997,8,7,592,6.6,6,2,8,6,0,0,0,0,0.91,0.30,1.22,0.91,1.22,Matches,b19db005,243,MF,29,1997,6.6,0,0,0,0,4,3,34,0,2,,,0,Matches,b19db005,0.0,0.875,Starter
244,Merih Demiral,DF,tr Türkiye,28,1.sa Al-Ahli,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e3cceee6,244,DF,28,1998,2.0,0,0,0,2,1,3,1,1,1,,,0,Matches,e3cceee6,1.0,1.0,Starter
245,Ermedin Demirović,FW,ba Bosnia–Herz,28,1.de Stuttgart,1998,4,4,354,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ed79b7d3,245,FW,28,1998,3.9,1,0,0,11,3,1,0,1,1,,,0,Matches,ed79b7d3,2.8205128205128207,1.0,Starter
246,Sergiño Dest,MF,us USA,25,1.nl PSV,2000,5,4,297,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5976f83e,246,MF,25,2000,3.3,0,0,0,2,4,0,3,5,1,,,0,Matches,5976f83e,0.6060606060606061,0.8,Starter
247,Frans Dhia Putros,DF,iq Iraq,32,1.id Persib Bandung,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0102aa7e,247,DF,32,1993,1.0,0,0,0,2,0,0,1,2,2,,,0,Matches,0102aa7e,2.0,1.0,Starter
249,Amad Diallo,MFFW,ci Côte d'Ivoire,23,1.eng Manchester Utd,2002,4,2,185,2.1,2,0,2,2,0,0,0,0,0.97,0.00,0.97,0.97,0.97,Matches,9dc96f10,249,MFFW,23,2002,2.1,0,0,0,0,2,1,4,2,4,,,0,Matches,9dc96f10,0.0,0.5,Starter
251,Habib Diarra,MF,sn Senegal,22,1.eng Sunderland,2004,3,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0.00,1.26,1.26,1.26,Matches,6d0fe035,251,MF,22,2004,1.6,0,0,0,2,2,0,1,1,2,,,0,Matches,6d0fe035,1.25,0.6666666666666666,Starter
252,Rúben Dias,DF,pt Portugal,29,1.eng Manchester City,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31c69ef1,252,DF,29,1997,4.0,1,0,0,6,3,0,0,5,3,,,0,Matches,31c69ef1,1.5,1.0,Starter
253,Krépin Diatta,DF,sn Senegal,27,1.fr Monaco,1999,4,4,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8104e41e,253,DF,27,1999,4.3,0,0,0,4,6,0,12,3,10,,,0,Matches,8104e41e,0.9302325581395349,1.0,Starter
254,Mory Diaw,GK,sn Senegal,32,1.fr Le Havre,1993,3,2,238,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f41a69e6,254,GK,32,1993,2.6,0,0,0,0,2,0,0,0,0,,,0,Matches,f41a69e6,0.0,0.6666666666666666,Starter
255,Brahim Díaz,MF,ma Morocco,26,1.es Real Madrid,1999,6,6,457,5.1,0,4,4,0,0,0,0,0,0.00,0.79,0.79,0.00,0.79,Matches,407feb71,255,MF,26,1999,5.1,0,0,0,3,10,0,8,4,2,,,0,Matches,407feb71,0.5882352941176471,1.0,Starter
257,Luis Díaz,FWMF,co Colombia,29,1.de Bayern Munich,1997,5,5,478,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches,4a1a9578,257,FWMF,29,1997,5.3,0,0,0,7,9,9,4,1,0,,,0,Matches,4a1a9578,1.3207547169811322,1.0,Starter
259,Lucas Digne,DF,fr France,32,1.eng Aston Villa,1993,6,5,463,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1b84dbe1,259,DF,32,1993,5.1,0,0,0,7,2,0,15,2,3,,,0,Matches,1b84dbe1,1.3725490196078431,0.8333333333333334,Starter
260,Diney,DF,cv Cabo Verde,31,1.ae Al Bataeh,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d2e33ba2,260,DF,31,1995,4.3,1,0,0,2,0,0,0,4,7,,,1,Matches,d2e33ba2,0.46511627906976744,1.0,Starter
261,Ousmane Diomande,DF,ci Côte d'Ivoire,22,1.pt Sporting CP,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,394be156,261,DF,22,2003,1.0,0,0,0,0,0,0,0,1,0,,,0,Matches,394be156,0.0,1.0,Starter
262,Yan Diomandé,MFFW,ci Côte d'Ivoire,19,1.de RB Leipzig,2006,4,4,329,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches,919f5f54,262,MFFW,19,2006,3.7,0,0,0,2,7,0,14,4,6,,,0,Matches,919f5f54,0.5405405405405405,1.0,Starter
263,Issa Diop,DF,ma Morocco,29,1.eng Fulham,1997,5,5,476,5.3,1,0,1,1,0,0,3,0,0.19,0.00,0.19,0.19,0.19,Matches,a712ca2b,263,DF,29,1997,5.3,3,0,0,4,1,0,0,7,1,,,0,Matches,a712ca2b,0.7547169811320755,1.0,Starter
264,El Hadji Malick Diouf,DF,sn Senegal,21,1.eng West Ham,2004,3,2,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd5eb2e5,264,DF,21,2004,1.9,0,0,0,2,0,0,8,1,1,,,0,Matches,bd5eb2e5,1.0526315789473684,0.6666666666666666,Starter
265,Ritsu Doan,MF,jp Japan,27,1.de Frankfurt,1998,4,4,278,3.1,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches,d01bbb6f,265,MF,27,1998,3.1,0,0,0,6,4,0,5,1,1,,,0,Matches,d01bbb6f,1.9354838709677418,1.0,Starter
266,Jeremy Doku,MF,be Belgium,24,1.eng Manchester City,2002,5,4,309,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fffea3e5,266,MF,24,2002,3.4,0,0,0,4,18,0,6,3,1,,,0,Matches,fffea3e5,1.1764705882352942,0.8,Starter
267,Merchas Doski,DF,iq Iraq,26,1.cz Viktoria Plzeň,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fdf4cfe5,267,DF,26,1999,3.0,1,0,0,3,8,0,4,6,9,,,0,Matches,fdf4cfe5,1.0,1.0,Starter
268,David Douděra,MF,cz Czechia,28,1.cz Slavia Prague,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e95b4604,268,MF,28,1998,1.0,0,0,0,0,1,0,5,1,0,,,0,Matches,e95b4604,0.0,1.0,Starter
269,Désiré Doué,MF,fr France,21,1.fr PSG,2005,8,4,400,4.4,1,1,2,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,Matches,9e7483ff,269,MF,21,2005,4.4,0,0,0,4,8,0,3,2,6,,,0,Matches,9e7483ff,0.9090909090909091,0.5,Starter
270,Guéla Doué,DF,ci Côte d'Ivoire,23,1.fr Strasbourg,2002,4,3,277,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b4ef3fb5,270,DF,23,2002,3.1,1,0,0,6,5,0,12,3,5,,,0,Matches,b4ef3fb5,1.9354838709677418,0.75,Starter
271,Deroy Duarte,MF,cv Cabo Verde,26,1.bg Ludogorets,1999,4,2,264,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,6af8fc5b,271,MF,26,1999,2.9,0,0,0,4,1,0,1,6,5,,,0,Matches,6af8fc5b,1.3793103448275863,0.5,Starter
272,Laros Duarte,MF,cv Cabo Verde,29,1.hu Puskás Akad.,1997,4,2,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4af3d3c8,272,MF,29,1997,1.8,0,0,0,0,2,0,2,2,1,,,0,Matches,4af3d3c8,0.0,0.5,Starter
273,Denzel Dumfries,DFMF,nl Netherlands,30,1.it Inter,1996,4,4,390,4.3,0,2,2,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matches,481c9ece,273,DFMF,30,1996,4.3,0,0,0,6,3,1,16,1,6,,,0,Matches,481c9ece,1.3953488372093024,1.0,Starter
274,Jean-Kevin Duverne,DF,ht Haiti,28,1.be Gent,1997,2,2,169,1.9,0,1,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,0cbc8baa,274,DF,28,1997,1.9,0,0,0,2,1,1,1,4,2,,,0,Matches,0cbc8baa,1.0526315789473684,1.0,Starter
276,Edin Džeko,FW,ba Bosnia–Herz,40,2.de Schalke 04,1986,3,3,176,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3bb7f478,276,FW,40,1986,2.0,1,0,0,1,2,0,0,1,0,,,0,Matches,3bb7f478,0.5,1.0,Starter
278,Anthony Elanga,MFFW,se Sweden,24,1.eng Newcastle,2002,4,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0.00,0.83,0.83,0.83,Matches,2fba6108,278,MFFW,24,2002,2.4,0,0,0,0,7,1,12,2,0,,,0,Matches,2fba6108,0.0,0.5,Starter
281,Eren Elmalı,DF,tr Türkiye,25,1.tr Galatasaray,2000,2,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8eeb8ba4,281,DF,25,2000,1.2,1,0,0,2,1,0,1,2,1,,,0,Matches,8eeb8ba4,1.6666666666666667,0.5,Starter
282,Nico Elvedi,DF,ch Switzerland,29,1.de Gladbach,1996,6,6,600,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,48035304,282,DF,29,1996,6.7,1,0,0,5,6,0,0,6,2,,,0,Matches,48035304,0.7462686567164178,1.0,Starter
283,Breel Embolo,FW,ch Switzerland,29,1.fr Rennes,1997,6,6,501,5.6,2,2,4,1,1,1,2,1,0.36,0.36,0.72,0.18,0.54,Matches,0b4f388a,283,FW,29,1997,5.6,2,1,1,9,11,4,1,2,0,,,0,Matches,0b4f388a,1.6071428571428572,1.0,Starter
284,Julio Enciso,FW,py Paraguay,22,1.fr Strasbourg,2004,5,5,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47,0.70,0.23,0.70,Matches,9cfbad36,284,FW,22,2004,4.3,0,0,0,3,9,0,5,1,5,,,0,Matches,9cfbad36,0.6976744186046512,1.0,Starter
285,Endrick,FW,br Brazil,19,1.fr Lyon,2006,4,0,114,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2728fbf,285,FW,19,2006,1.3,0,0,0,1,1,1,0,1,1,,,0,Matches,a2728fbf,0.7692307692307692,0.0,Non-Starter
287,Fidel Escobar,DF,pa Panama,31,1.cr Saprissa,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4991ec66,287,DF,31,1995,1.0,0,0,0,1,0,0,1,1,2,,,0,Matches,4991ec66,1.0,1.0,Starter
288,Pervis Estupiñán,MF,ec Ecuador,28,1.it Milan,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d38fdf53,288,MF,28,1998,1.0,0,0,0,3,0,0,2,0,1,,,0,Matches,d38fdf53,3.0,0.5,Starter
290,Stephen Eustáquio,MF,ca Canada,29,1.pt Porto,1996,5,4,392,4.4,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,577efaec,290,MF,29,1996,4.4,0,0,0,2,7,0,45,3,5,,,0,Matches,577efaec,0.45454545454545453,0.8,Starter
291,Martin Expérience,DFMF,ht Haiti,27,2.fr Nancy,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9edb83f4,291,DFMF,27,1999,3.0,0,0,0,7,6,0,6,4,6,,,0,Matches,9edb83f4,2.3333333333333335,1.0,Starter
292,Saeid Ezatolahi,MF,ir IR Iran,29,1.ae Al-Ahli Dubai FC,1996,3,3,264,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,314d95ac,292,MF,29,1996,2.9,2,0,0,7,4,0,0,7,5,,,0,Matches,314d95ac,2.413793103448276,1.0,Starter
293,Eberechi Eze,MF,eng England,27,1.eng Arsenal,1998,5,1,211,2.3,0,1,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches,ae4fc6a4,293,MF,27,1998,2.3,0,0,0,2,4,1,2,0,0,,,0,Matches,ae4fc6a4,0.8695652173913044,0.2,Non-Starter
295,José Fajardo,FW,pa Panama,32,1.ec Univ Católica,1993,3,1,155,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,682e47b3,295,FW,32,1993,1.7,1,0,0,4,3,1,0,0,2,,,0,Matches,682e47b3,2.3529411764705883,0.3333333333333333,Non-Starter
296,Odeh Al-Fakhouri,MFFW,jo Jordan,20,1.eg Pyramids FC,2005,3,2,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30591ae5,296,MFFW,20,2005,1.6,0,0,0,2,3,1,1,2,1,,,0,Matches,30591ae5,1.25,0.6666666666666666,Starter
300,Abdul Fatawu Issahaku,FWMF,gh Ghana,22,2.eng Leicester City,2004,4,0,132,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bceda5ff,300,FWMF,22,2004,1.5,1,0,0,1,7,0,7,0,0,,,0,Matches,bceda5ff,0.6666666666666666,0.0,Non-Starter
301,Ahmed Fathy,MF,qa Qatar,33,1.qa Al-Arabi,1993,3,1,150,1.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f2369793,301,MF,33,1993,1.7,2,0,0,2,1,0,0,3,3,,,0,Matches,f2369793,1.1764705882352942,0.3333333333333333,Non-Starter
302,Hamdy Fathy,DFMF,eg Egypt,31,1.qa Al-Wakrah,1994,4,3,238,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c8ef4955,302,DFMF,31,1994,2.6,1,0,0,3,2,1,1,2,3,,,0,Matches,c8ef4955,1.1538461538461537,0.75,Starter
303,Ahmed Fatouh,DF,eg Egypt,28,1.eg Zamalek SC,1998,3,3,267,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,de13286d,303,DF,28,1998,3.0,1,0,0,2,3,0,8,4,5,,,0,Matches,de13286d,0.6666666666666666,1.0,Starter
304,Abbosbek Fayzullayev,MF,uz Uzbekistan,22,1.tr Başakşehir,2003,3,3,220,2.4,1,0,1,1,0,0,0,0,0.41,0.00,0.41,0.41,0.41,Matches,ef1d36a1,304,MF,22,2003,2.4,0,0,0,6,4,0,10,1,6,,,0,Matches,ef1d36a1,2.5,1.0,Starter
305,João Félix,MF,pt Portugal,26,1.sa Al-Nassr,1999,3,3,201,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8aafd64f,305,MF,26,1999,2.2,0,0,0,3,6,0,4,3,4,,,0,Matches,8aafd64f,1.3636363636363635,1.0,Starter
306,Lewis Ferguson,MF,sct Scotland,26,1.it Bologna,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee64a822,306,MF,26,1999,3.0,0,0,0,5,10,0,9,4,7,,,0,Matches,ee64a822,1.6666666666666667,1.0,Starter
307,Bruno Fernandes,MF,pt Portugal,31,1.eng Manchester Utd,1994,5,5,422,4.7,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,507c7bdf,307,MF,31,1994,4.7,0,0,0,2,8,1,22,0,5,,,0,Matches,507c7bdf,0.425531914893617,1.0,Starter
308,Enzo Fernández,MF,ar Argentina,25,1.eng Chelsea,2001,7,7,659,7.3,2,0,2,2,0,0,2,1,0.27,0.00,0.27,0.27,0.27,Matches,5ff4ab71,308,MF,25,2001,7.3,2,1,1,12,6,1,5,6,7,,,0,Matches,5ff4ab71,1.6438356164383563,1.0,Starter
310,Álvaro Fidalgo,MF,mx Mexico,29,1.es Real Betis,1997,3,1,96,1.1,1,0,1,1,0,0,0,0,0.94,0.00,0.94,0.94,0.94,Matches,c705cdc4,310,MF,29,1997,1.1,0,0,0,0,2,0,4,1,0,,,0,Matches,c705cdc4,0.0,0.3333333333333333,Non-Starter
311,Sherel Floranus,DF,cw Curaçao,27,1.nl Zwolle,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5ad49fbb,311,DF,27,1998,3.0,0,0,0,2,0,1,0,4,6,,,0,Matches,5ad49fbb,0.6666666666666666,1.0,Starter
312,Seko Fofana,MF,ci Côte d'Ivoire,31,1.pt Porto,1995,2,1,92,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5313ed43,312,MF,31,1995,1.0,1,0,0,1,0,0,0,2,0,,,0,Matches,5313ed43,1.0,0.5,Starter
313,Yahia Fofana,GK,ci Côte d'Ivoire,25,1.tr Rizespor,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9d420dad,313,GK,25,2000,4.0,0,0,0,0,3,0,0,0,0,,,0,Matches,9d420dad,0.0,1.0,Starter
314,Deveron Fonville,DF,cw Curaçao,23,1.nl NEC Nijmegen,2003,3,3,241,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,21932982,314,DF,23,2003,2.7,0,0,0,2,3,0,0,5,3,,,0,Matches,21932982,0.7407407407407407,1.0,Starter
317,Alan Franco,DF,ec Ecuador,27,1.br Atlético Mineiro,1998,4,4,251,2.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c76b161b,317,DF,27,1998,2.8,2,0,0,7,0,0,5,4,6,,,0,Matches,c76b161b,2.5,1.0,Starter
318,Alex Freeman,DF,us USA,21,1.es Villarreal,2004,5,4,374,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches,754f150b,318,DF,21,2004,4.2,0,0,0,1,1,0,4,7,6,,,0,Matches,754f150b,0.23809523809523808,0.8,Starter
319,Matt Freese,GK,us USA,27,1.us NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f49476c,319,GK,27,1998,4.0,0,0,0,0,2,0,0,0,0,,,0,Matches,2f49476c,0.0,1.0,Starter
320,Remo Freuler,MF,ch Switzerland,34,1.it Bologna,1992,6,6,592,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,98d2c2c4,320,MF,34,1992,6.6,0,0,0,8,3,1,5,8,5,,,0,Matches,98d2c2c4,1.2121212121212122,1.0,Starter
322,Juriën Gaari,DF,cw Curaçao,32,2.sa Abha,1993,2,2,166,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bf7a9d1a,322,DF,32,1993,1.8,1,0,0,4,1,0,0,2,2,,,0,Matches,bf7a9d1a,2.2222222222222223,1.0,Starter
323,Jassem Gaber,MF,qa Qatar,24,1.qa Al Rayyan SC,2002,3,3,149,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af9ef8aa,323,MF,24,2002,1.7,1,0,0,7,0,0,0,0,2,,,0,Matches,af9ef8aa,4.11764705882353,1.0,Starter
324,Cody Gakpo,FW,nl Netherlands,27,1.eng Liverpool,1999,4,4,368,4.1,3,1,4,3,0,0,0,0,0.73,0.24,0.98,0.73,0.98,Matches,1971591f,324,FW,27,1999,4.1,0,0,0,3,3,3,12,2,1,,,0,Matches,1971591f,0.7317073170731708,1.0,Starter
325,Matías Galarza,MF,py Paraguay,24,1.us Atlanta Utd,2002,4,4,388,4.3,1,1,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches,8e97a57b,325,MF,24,2002,4.3,2,0,0,10,9,0,4,7,11,,,0,Matches,8e97a57b,2.3255813953488373,1.0,Starter
326,Hernán Galíndez,GK,ec Ecuador,39,1.ar Huracán,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,89c136f6,326,GK,39,1987,4.0,0,0,0,0,0,0,0,0,0,,,0,Matches,89c136f6,0.0,1.0,Starter
327,Jesús Gallardo,DF,mx Mexico,31,1.mx Toluca,1994,5,4,373,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0846b6c,327,DF,31,1994,4.1,0,0,0,7,3,0,16,7,1,,,0,Matches,d0846b6c,1.707317073170732,0.8,Starter
329,Ben Gannon-Doak,MF,sct Scotland,20,1.eng Bournemouth,2005,3,2,186,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,733f1a7d,329,MF,20,2005,2.1,0,0,0,3,1,0,6,0,1,,,0,Matches,733f1a7d,1.4285714285714286,0.6666666666666666,Starter
334,Ismaël Gharbi,MF,tn Tunisia,22,1.de Augsburg,2004,3,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b3cfa12,334,MF,22,2004,1.4,0,0,0,0,2,0,1,1,1,,,0,Matches,5b3cfa12,0.0,0.3333333333333333,Non-Starter
337,Saman Ghoddos,MF,ir IR Iran,32,1.ae Al-Ittihad Kalba,1993,3,3,208,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f7b1d4e0,337,MF,32,1993,2.3,0,0,0,3,0,1,1,5,4,,,0,Matches,f7b1d4e0,1.3043478260869565,1.0,Starter
338,Mohammad Ghorbani,MF,ir IR Iran,25,1.ae Al-Wahda FC,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4a078e18,338,MF,25,2001,1.0,0,0,0,2,1,0,0,2,2,,,0,Matches,4a078e18,2.0,1.0,Starter
339,Lee Gi-hyuk,DF,kr Korea Republic,25,1.kr Gangwon FC,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,18c8c3c7,339,DF,25,2000,3.0,1,0,0,2,1,0,2,5,4,,,0,Matches,18c8c3c7,0.6666666666666666,1.0,Starter
341,Orlando Gill,GK,py Paraguay,26,1.py San Lorenzo,2000,5,5,480,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d425331,341,GK,26,2000,5.3,0,0,0,0,3,0,0,0,0,,,0,Matches,0d425331,0.0,1.0,Starter
342,Santiago Giménez,FW,mx Mexico,25,1.it Milan,2001,4,0,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,37337aea,342,FW,25,2001,1.0,0,0,0,1,3,0,0,0,0,,,0,Matches,37337aea,1.0,0.0,Non-Starter
345,Diego Gómez,MF,py Paraguay,23,1.eng Brighton,2003,4,4,304,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,916728da,345,MF,23,2003,3.4,2,0,0,5,1,0,1,9,6,,,0,Matches,916728da,1.4705882352941178,1.0,Starter
